FAT_YEARMONTH,FAT_DAY,FAT_TIME,FATALITY_ID,EVENT_ID,FATALITY_TYPE,FATALITY_DATE,FATALITY_AGE,FATALITY_SEX,FATALITY_LOCATION,EVENT_YEARMONTH
202106,9,0,42960,953511,"D","06/09/2021 00:00:00",70,"M","Golfing",202106
202111,25,0,44786,989138,"I","11/25/2021 00:00:00",,"M","Outside/Open Areas",202111
202111,7,0,45176,992676,"I","11/07/2021 00:00:00",,"","Unknown",202111
202111,11,0,45190,993049,"I","11/11/2021 00:00:00",32,"F","Vehicle/Towed Trailer",202111
202111,11,0,45191,993049,"I","11/11/2021 00:00:00",11,"M","Vehicle/Towed Trailer",202111
202111,29,0,45193,993061,"I","11/29/2021 00:00:00",75,"M","Vehicle/Towed Trailer",202111
202111,2,0,45200,993065,"D","11/02/2021 00:00:00",51,"F","In Water",202111
202111,9,0,45201,993071,"D","11/09/2021 00:00:00",43,"M","In Water",202111
202111,9,0,45202,993071,"D","11/09/2021 00:00:00",46,"M","In Water",202111
202111,13,0,45203,993074,"D","11/13/2021 00:00:00",71,"M","In Water",202111
202111,16,0,45204,993075,"D","11/16/2021 00:00:00",,"M","In Water",202111
202106,26,0,44280,977284,"D","06/26/2021 00:00:00",52,"F","Vehicle/Towed Trailer",202106
202102,11,0,42583,942568,"D","02/11/2021 00:00:00",,"","Vehicle/Towed Trailer",202102
202102,16,0,42660,944404,"D","02/16/2021 00:00:00",,"","Vehicle/Towed Trailer",202102
202103,25,0,42862,946870,"D","03/25/2021 00:00:00",71,"M","Unknown",202103
202103,25,0,42863,946870,"D","03/25/2021 00:00:00",71,"F","Unknown",202103
202103,25,0,42864,946870,"D","03/25/2021 00:00:00",74,"M","Mobile/Trailer Home",202103
202103,25,0,42865,946870,"D","03/25/2021 00:00:00",69,"F","Mobile/Trailer Home",202103
202103,25,0,42866,946870,"D","03/25/2021 00:00:00",38,"F","Mobile/Trailer Home",202103
202103,25,0,42867,946870,"D","03/25/2021 00:00:00",59,"F","Mobile/Trailer Home",202103
202103,27,0,42902,949499,"D","03/27/2021 00:00:00",71,"M","In Water",202103
202103,28,0,42903,949500,"D","03/28/2021 00:00:00",62,"M","In Water",202103
202109,1,0,44550,972354,"D","09/01/2021 00:00:00",68,"F","Permanent Home",202109
202109,1,0,45976,981414,"D","09/01/2021 00:00:00",51,"M","Unknown",202109
202109,1,0,45982,981418,"D","09/01/2021 00:00:00",70,"M","Unknown",202109
202109,1,0,45983,981418,"D","09/01/2021 00:00:00",65,"M","Unknown",202109
202109,1,0,45984,981440,"D","09/01/2021 00:00:00",65,"M","Vehicle/Towed Trailer",202109
202109,1,0,45966,985743,"D","09/01/2021 00:00:00",78,"F","Vehicle/Towed Trailer",202109
202109,1,0,45967,985743,"D","09/01/2021 00:00:00",25,"M","Vehicle/Towed Trailer",202109
202109,1,0,45960,985744,"D","09/01/2021 00:00:00",40,"M","Outside/Open Areas",202109
202109,1,0,45961,985744,"D","09/01/2021 00:00:00",31,"M","Outside/Open Areas",202109
202109,1,0,45962,985744,"I","09/01/2021 00:00:00",56,"F","Outside/Open Areas",202109
202109,1,0,45973,986281,"D","09/01/2021 00:00:00",,"","Vehicle/Towed Trailer",202109
202109,1,0,45974,986281,"D","09/01/2021 00:00:00",,"","Vehicle/Towed Trailer",202109
202109,1,0,45975,986281,"D","09/01/2021 00:00:00",46,"F","Vehicle/Towed Trailer",202109
202109,1,0,45971,986282,"D","09/01/2021 00:00:00",61,"F","Vehicle/Towed Trailer",202109
202109,1,0,45972,986282,"D","09/01/2021 00:00:00",30,"F","Vehicle/Towed Trailer",202109
202109,1,0,45956,986283,"D","09/01/2021 00:00:00",77,"M","Unknown",202109
202109,1,0,45954,986283,"D","09/01/2021 00:00:00",68,"M","Vehicle/Towed Trailer",202109
202109,1,0,45955,986283,"D","09/01/2021 00:00:00",53,"M","Vehicle/Towed Trailer",202109
202109,1,0,45957,986283,"D","09/01/2021 00:00:00",25,"M","Vehicle/Towed Trailer",202109
202109,1,0,45958,986283,"D","09/01/2021 00:00:00",30,"F","Vehicle/Towed Trailer",202109
202109,1,0,45959,986283,"D","09/01/2021 00:00:00",68,"M","Vehicle/Towed Trailer",202109
202112,3,0,44784,988099,"I","12/03/2021 00:00:00",,"","Vehicle/Towed Trailer",202112
202112,3,0,44779,988101,"I","12/03/2021 00:00:00",53,"M","Vehicle/Towed Trailer",202112
202112,23,0,46000,998916,"I","12/23/2021 00:00:00",63,"F","Vehicle/Towed Trailer",202112
202112,16,0,45998,1004971,"I","12/16/2021 00:00:00",50,"F","Vehicle/Towed Trailer",202112
202112,16,0,45999,1004971,"I","12/16/2021 00:00:00",48,"F","Vehicle/Towed Trailer",202112
202106,27,0,44091,961837,"D","06/27/2021 00:00:00",,"","Unknown",202106
202106,27,0,44092,961837,"D","06/27/2021 00:00:00",,"","Unknown",202106
202106,27,0,44093,961837,"D","06/27/2021 00:00:00",,"","Unknown",202106
202107,3,0,44094,961837,"D","07/03/2021 00:00:00",70,"M","Unknown",202106
202107,4,0,44095,961837,"D","07/04/2021 00:00:00",74,"F","Unknown",202106
202107,8,0,44096,961837,"D","07/08/2021 00:00:00",42,"M","Unknown",202106
202106,27,0,44097,961837,"D","06/27/2021 00:00:00",47,"M","Unknown",202106
202106,28,0,44098,961837,"D","06/28/2021 00:00:00",68,"M","Unknown",202106
202106,29,0,44099,961837,"D","06/29/2021 00:00:00",67,"M","Unknown",202106
202106,28,0,44100,961837,"D","06/28/2021 00:00:00",73,"F","Unknown",202106
202106,26,0,44101,961837,"D","06/26/2021 00:00:00",,"M","Unknown",202106
202106,28,0,44102,961837,"D","06/28/2021 00:00:00",,"","Unknown",202106
202106,26,0,44087,961837,"I","06/26/2021 00:00:00",37,"M","In Water",202106
202106,29,0,44103,961837,"I","06/29/2021 00:00:00",51,"M","In Water",202106
202106,30,0,44086,961837,"D","06/30/2021 00:00:00",38,"M","Outside/Open Areas",202106
202107,27,0,45671,964033,"D","07/27/2021 00:00:00",,"F","Other",202107
202107,5,0,43992,964771,"D","07/05/2021 00:00:00",72,"M","Unknown",202106
202107,9,0,44082,965817,"D","07/09/2021 00:00:00",,"M","Unknown",202106
202107,1,0,44083,965817,"D","07/01/2021 00:00:00",,"","Unknown",202106
202106,28,0,44084,965817,"D","06/28/2021 00:00:00",,"","Unknown",202106
202106,27,0,44085,965818,"D","06/27/2021 00:00:00",64,"M","Other",202106
202106,27,0,43728,965819,"I","06/27/2021 00:00:00",44,"M","In Water",202106
202106,29,0,43989,965820,"D","06/29/2021 00:00:00",,"F","Unknown",202106
202107,5,0,43990,965820,"D","07/05/2021 00:00:00",,"F","Unknown",202106
202106,30,0,44104,965929,"I","06/30/2021 00:00:00",10,"F","In Water",202106
202106,28,0,43729,965965,"I","06/28/2021 00:00:00",48,"F","In Water",202106
202107,28,0,43338,968238,"I","07/28/2021 00:00:00",85,"M","Permanent Home",202107
202106,29,0,43993,970023,"D","06/29/2021 00:00:00",59,"F","Unknown",202106
202107,1,0,43994,970023,"D","07/01/2021 00:00:00",,"M","Unknown",202106
202108,1,0,44284,972552,"I","08/01/2021 00:00:00",56,"M","Outside/Open Areas",202108
202108,11,0,44281,978377,"D","08/11/2021 00:00:00",55,"F","Mobile/Trailer Home",202108
202108,22,0,44361,980438,"D","08/22/2021 00:00:00",19,"M","In Water",202108
202108,22,0,44362,980582,"D","08/22/2021 00:00:00",16,"M","In Water",202108
202108,11,0,44380,981000,"I","08/11/2021 00:00:00",22,"M","In Water",202108
202108,11,0,44381,981001,"I","08/11/2021 00:00:00",22,"F","In Water",202108
202108,14,0,44384,981002,"I","08/14/2021 00:00:00",61,"M","In Water",202108
202108,11,0,44768,981003,"D","08/11/2021 00:00:00",,"","Unknown",202108
202108,11,0,44769,981003,"D","08/11/2021 00:00:00",,"","Unknown",202108
202108,11,0,44770,981003,"D","08/11/2021 00:00:00",,"","Unknown",202108
202111,6,0,45260,992153,"D","11/06/2021 00:00:00",,"M","Outside/Open Areas",202111
202111,6,0,45259,992154,"D","11/06/2021 00:00:00",14,"M","Under Tree",202111
202107,20,0,45669,961309,"D","07/20/2021 00:00:00",31,"M","Other",202107
202106,30,0,44680,961302,"D","06/30/2021 00:00:00",67,"M","Unknown",202106
202106,29,0,44692,961302,"D","06/29/2021 00:00:00",,"F","Unknown",202106
202106,29,0,44704,961302,"D","06/29/2021 00:00:00",,"F","Unknown",202106
202106,30,0,44716,961302,"D","06/30/2021 00:00:00",49,"F","Unknown",202106
202107,2,0,44728,961302,"D","07/02/2021 00:00:00",,"M","Unknown",202106
202107,13,0,44740,961302,"D","07/13/2021 00:00:00",,"M","Unknown",202106
202106,30,0,44752,961302,"D","06/30/2021 00:00:00",79,"F","Unknown",202106
202106,28,0,44764,961302,"D","06/28/2021 00:00:00",,"","Unknown",202106
202106,29,0,44695,961302,"D","06/29/2021 00:00:00",68,"F","Unknown",202106
202107,2,0,44730,961302,"D","07/02/2021 00:00:00",,"M","Unknown",202106
202106,28,0,44762,961302,"D","06/28/2021 00:00:00",,"","Unknown",202106
202101,25,0,42156,930321,"D","01/25/2021 00:00:00",36,"M","Vehicle/Towed Trailer",202101
202102,20,0,42475,938139,"D","02/20/2021 00:00:00",19,"M","Outside/Open Areas",202102
202102,11,0,42611,940657,"D","02/11/2021 00:00:00",84,"M","Vehicle/Towed Trailer",202102
202102,11,0,42609,941809,"I","02/11/2021 00:00:00",,"","Unknown",202102
202106,30,0,44717,961302,"D","06/30/2021 00:00:00",72,"F","Unknown",202106
202106,30,0,44718,961302,"D","06/30/2021 00:00:00",77,"M","Unknown",202106
202106,30,0,44719,961302,"D","06/30/2021 00:00:00",62,"M","Unknown",202106
202106,30,0,44720,961302,"D","06/30/2021 00:00:00",79,"M","Unknown",202106
202102,14,0,42870,946439,"I","02/14/2021 00:00:00",57,"M","Vehicle/Towed Trailer",202102
202102,1,0,42884,949715,"D","02/01/2021 00:00:00",84,"M","Permanent Home",202102
202102,3,0,42885,949715,"D","02/03/2021 00:00:00",90,"F","Permanent Home",202102
202102,9,0,42886,949715,"D","02/09/2021 00:00:00",53,"M","Permanent Home",202102
202102,9,0,42887,949715,"D","02/09/2021 00:00:00",84,"M","Permanent Home",202102
202102,13,0,42888,949715,"D","02/13/2021 00:00:00",71,"M","Permanent Home",202102
202102,13,0,42889,949715,"D","02/13/2021 00:00:00",67,"F","Permanent Home",202102
202102,16,0,42890,949715,"D","02/16/2021 00:00:00",63,"M","Permanent Home",202102
202102,15,0,42922,951833,"I","02/15/2021 00:00:00",,"","Unknown",202102
202102,15,0,42925,951834,"I","02/15/2021 00:00:00",,"","Unknown",202102
202106,28,0,44675,961302,"D","06/28/2021 00:00:00",84,"M","Unknown",202106
202106,29,0,44676,961302,"D","06/29/2021 00:00:00",69,"M","Unknown",202106
202106,29,0,44677,961302,"D","06/29/2021 00:00:00",69,"F","Unknown",202106
202106,29,0,44678,961302,"D","06/29/2021 00:00:00",64,"F","Unknown",202106
202106,30,0,44679,961302,"D","06/30/2021 00:00:00",82,"M","Unknown",202106
202107,4,0,44681,961302,"D","07/04/2021 00:00:00",83,"F","Unknown",202106
202106,28,0,44682,961302,"D","06/28/2021 00:00:00",90,"F","Unknown",202106
202106,28,0,44683,961302,"D","06/28/2021 00:00:00",,"M","Unknown",202106
202106,28,0,44684,961302,"D","06/28/2021 00:00:00",,"F","Unknown",202106
202106,28,0,44685,961302,"D","06/28/2021 00:00:00",67,"F","Unknown",202106
202106,28,0,44686,961302,"D","06/28/2021 00:00:00",79,"F","Unknown",202106
202106,28,0,44687,961302,"D","06/28/2021 00:00:00",,"M","Unknown",202106
202106,28,0,44688,961302,"D","06/28/2021 00:00:00",,"M","Unknown",202106
202106,28,0,44689,961302,"D","06/28/2021 00:00:00",,"F","Unknown",202106
202106,28,0,44690,961302,"D","06/28/2021 00:00:00",,"M","Unknown",202106
202106,28,0,44691,961302,"D","06/28/2021 00:00:00",83,"M","Unknown",202106
202106,29,0,44693,961302,"D","06/29/2021 00:00:00",60,"F","Unknown",202106
202106,29,0,44694,961302,"D","06/29/2021 00:00:00",69,"M","Unknown",202106
202106,29,0,44696,961302,"D","06/29/2021 00:00:00",80,"F","Unknown",202106
202106,29,0,44697,961302,"D","06/29/2021 00:00:00",68,"M","Unknown",202106
202106,29,0,44698,961302,"D","06/29/2021 00:00:00",,"M","Unknown",202106
202106,29,0,44699,961302,"D","06/29/2021 00:00:00",,"M","Unknown",202106
202106,29,0,44700,961302,"D","06/29/2021 00:00:00",,"M","Unknown",202106
202106,29,0,44701,961302,"D","06/29/2021 00:00:00",72,"F","Unknown",202106
202106,29,0,44702,961302,"D","06/29/2021 00:00:00",90,"F","Unknown",202106
202106,29,0,44703,961302,"D","06/29/2021 00:00:00",,"M","Unknown",202106
202106,29,0,44705,961302,"D","06/29/2021 00:00:00",,"M","Unknown",202106
202106,29,0,44706,961302,"D","06/29/2021 00:00:00",,"M","Unknown",202106
202106,29,0,44707,961302,"D","06/29/2021 00:00:00",,"M","Unknown",202106
202106,29,0,44708,961302,"D","06/29/2021 00:00:00",69,"M","Unknown",202106
202106,29,0,44709,961302,"D","06/29/2021 00:00:00",57,"F","Unknown",202106
202106,29,0,44710,961302,"D","06/29/2021 00:00:00",,"F","Unknown",202106
202106,29,0,44711,961302,"D","06/29/2021 00:00:00",,"M","Unknown",202106
202106,28,0,44712,961302,"D","06/28/2021 00:00:00",97,"F","Unknown",202106
202106,30,0,44713,961302,"D","06/30/2021 00:00:00",82,"F","Unknown",202106
202106,30,0,44714,961302,"D","06/30/2021 00:00:00",,"F","Unknown",202106
202106,30,0,44715,961302,"D","06/30/2021 00:00:00",,"M","Unknown",202106
202106,19,0,45409,994868,"D","06/19/2021 00:00:00",24,"M","Mobile/Trailer Home",202106
202106,19,0,45410,994868,"D","06/19/2021 00:00:00",3,"M","Mobile/Trailer Home",202106
202104,13,0,45429,995901,"D","04/13/2021 00:00:00",63,"M","Other",202104
202104,13,0,45430,995901,"D","04/13/2021 00:00:00",69,"M","Other",202104
202104,13,0,45431,995901,"D","04/13/2021 00:00:00",53,"M","Other",202104
202104,13,0,45432,995901,"D","04/13/2021 00:00:00",55,"M","Other",202104
202104,13,0,45433,995901,"D","04/13/2021 00:00:00",36,"M","Other",202104
202104,13,0,45434,995901,"D","04/13/2021 00:00:00",30,"M","Other",202104
202104,13,0,45435,995901,"D","04/13/2021 00:00:00",,"M","Other",202104
202104,13,0,45436,995901,"D","04/13/2021 00:00:00",31,"M","Other",202104
202104,13,0,45437,995901,"D","04/13/2021 00:00:00",37,"M","Other",202104
202104,13,0,45438,995901,"D","04/13/2021 00:00:00",62,"M","Other",202104
202104,13,0,45439,995901,"D","04/13/2021 00:00:00",,"M","Other",202104
202104,13,0,45440,995901,"D","04/13/2021 00:00:00",,"M","Other",202104
202104,13,0,45441,995901,"D","04/13/2021 00:00:00",,"M","Other",202104
202101,13,0,44263,937289,"I","01/13/2021 00:00:00",,"","Vehicle/Towed Trailer",202101
202101,13,0,44265,938508,"D","01/13/2021 00:00:00",,"","Vehicle/Towed Trailer",202101
202102,15,0,44129,945569,"D","02/15/2021 00:00:00",79,"M","Permanent Home",202102
202102,15,0,44130,945569,"D","02/15/2021 00:00:00",73,"F","Permanent Home",202102
202102,15,0,44131,945569,"D","02/15/2021 00:00:00",72,"M","Permanent Home",202102
202105,30,0,44120,952642,"D","05/30/2021 00:00:00",47,"F","Vehicle/Towed Trailer",202105
202105,16,0,43225,963303,"D","05/16/2021 00:00:00",15,"F","In Water",202105
202105,23,0,43233,964010,"D","05/23/2021 00:00:00",18,"M","In Water",202105
202106,28,0,43345,968866,"D","06/28/2021 00:00:00",,"","Outside/Open Areas",202106
202106,28,0,43346,968866,"D","06/28/2021 00:00:00",,"","Outside/Open Areas",202106
202106,29,0,44271,969166,"D","06/29/2021 00:00:00",73,"F","Unknown",202106
202106,29,0,44272,969166,"D","06/29/2021 00:00:00",71,"F","Unknown",202106
202106,19,0,43365,969213,"D","06/19/2021 00:00:00",23,"F","In Water",202106
202105,22,0,44178,975093,"D","05/22/2021 00:00:00",60,"F","In Water",202105
202106,30,0,44721,961302,"D","06/30/2021 00:00:00",,"M","Unknown",202106
202106,28,0,44722,961302,"D","06/28/2021 00:00:00",,"F","Unknown",202106
202107,1,0,44723,961302,"D","07/01/2021 00:00:00",74,"M","Unknown",202106
202107,1,0,44724,961302,"D","07/01/2021 00:00:00",,"M","Unknown",202106
202107,1,0,44725,961302,"D","07/01/2021 00:00:00",73,"M","Unknown",202106
202107,1,0,44726,961302,"D","07/01/2021 00:00:00",,"M","Unknown",202106
202107,1,0,44727,961302,"D","07/01/2021 00:00:00",63,"M","Unknown",202106
202107,2,0,44729,961302,"D","07/02/2021 00:00:00",67,"M","Unknown",202106
202107,2,0,44731,961302,"D","07/02/2021 00:00:00",72,"F","Unknown",202106
202107,2,0,44732,961302,"D","07/02/2021 00:00:00",,"M","Unknown",202106
202107,4,0,44733,961302,"D","07/04/2021 00:00:00",,"F","Unknown",202106
202107,6,0,44734,961302,"D","07/06/2021 00:00:00",,"M","Unknown",202106
202107,7,0,44735,961302,"D","07/07/2021 00:00:00",,"M","Unknown",202106
202106,30,0,44736,961302,"D","06/30/2021 00:00:00",,"F","Unknown",202106
202107,11,0,44737,961302,"D","07/11/2021 00:00:00",,"M","Unknown",202106
202107,8,0,44738,961302,"D","07/08/2021 00:00:00",,"M","Unknown",202106
202107,6,0,44739,961302,"D","07/06/2021 00:00:00",,"M","Unknown",202106
202107,5,0,44741,961302,"D","07/05/2021 00:00:00",,"M","Unknown",202106
202107,1,0,44742,961302,"D","07/01/2021 00:00:00",78,"M","Unknown",202106
202107,1,0,44743,961302,"D","07/01/2021 00:00:00",79,"M","Unknown",202106
202107,5,0,44744,961302,"D","07/05/2021 00:00:00",,"M","Unknown",202106
202107,9,0,44745,961302,"D","07/09/2021 00:00:00",36,"F","Unknown",202106
202106,29,0,44746,961302,"D","06/29/2021 00:00:00",74,"F","Unknown",202106
202106,29,0,44747,961302,"D","06/29/2021 00:00:00",,"","Unknown",202106
202106,29,0,44748,961302,"D","06/29/2021 00:00:00",,"","Unknown",202106
202106,29,0,44749,961302,"D","06/29/2021 00:00:00",,"","Unknown",202106
202106,29,0,44750,961302,"D","06/29/2021 00:00:00",,"F","Unknown",202106
202106,29,0,44751,961302,"D","06/29/2021 00:00:00",74,"F","Unknown",202106
202106,30,0,44753,961302,"D","06/30/2021 00:00:00",64,"M","Unknown",202106
202106,29,0,44754,961302,"D","06/29/2021 00:00:00",,"M","Unknown",202106
202106,28,0,44755,961302,"D","06/28/2021 00:00:00",,"F","Unknown",202106
202106,29,0,44756,961302,"D","06/29/2021 00:00:00",,"","Unknown",202106
202106,29,0,44757,961302,"D","06/29/2021 00:00:00",,"","Unknown",202106
202106,29,0,44758,961302,"D","06/29/2021 00:00:00",,"","Unknown",202106
202106,29,0,44759,961302,"D","06/29/2021 00:00:00",,"","Unknown",202106
202106,29,0,44760,961302,"D","06/29/2021 00:00:00",,"","Unknown",202106
202107,4,0,44761,961302,"D","07/04/2021 00:00:00",69,"F","Unknown",202106
202106,28,0,44763,961302,"D","06/28/2021 00:00:00",,"","Unknown",202106
202106,29,0,44765,961302,"D","06/29/2021 00:00:00",,"","Unknown",202106
202106,29,0,44766,961302,"D","06/29/2021 00:00:00",,"","Unknown",202106
202106,29,0,44767,961302,"D","06/29/2021 00:00:00",,"","Unknown",202106
202107,20,0,45668,961309,"D","07/20/2021 00:00:00",32,"M","Other",202107
202107,20,0,45670,961309,"D","07/20/2021 00:00:00",,"M","Other",202107
202106,27,0,44088,961837,"D","06/27/2021 00:00:00",,"","Unknown",202106
202106,27,0,44089,961837,"D","06/27/2021 00:00:00",,"","Unknown",202106
202106,27,0,44090,961837,"D","06/27/2021 00:00:00",,"","Unknown",202106
202109,14,0,44623,986809,"D","09/14/2021 00:00:00",27,"M","Outside/Open Areas",202109
202101,10,0,42488,939420,"D","01/10/2021 00:00:00",54,"F","Other",202101
202103,24,0,42891,949942,"D","03/24/2021 00:00:00",62,"F","Mobile/Trailer Home",202103
202106,19,0,43760,970469,"D","06/19/2021 00:00:00",30,"M","Outside/Open Areas",202106
202106,14,0,42967,954685,"D","06/14/2021 00:00:00",67,"M","In Water",202106
202106,1,0,43015,954776,"D","06/01/2021 00:00:00",28,"F","In Water",202106
202106,22,0,43027,955782,"D","06/22/2021 00:00:00",37,"F","In Water",202106
202106,20,0,43036,956282,"D","06/20/2021 00:00:00",10,"F","In Water",202106
202106,20,0,43037,956282,"D","06/20/2021 00:00:00",45,"M","In Water",202106
202106,19,0,43043,956489,"D","06/19/2021 00:00:00",10,"F","In Water",202106
202106,19,0,43041,956490,"D","06/19/2021 00:00:00",17,"M","In Water",202106
202106,26,0,43237,956680,"D","06/26/2021 00:00:00",16,"M","In Water",202106
202106,26,0,43238,956680,"D","06/26/2021 00:00:00",32,"M","In Water",202106
202106,13,0,43052,956726,"D","06/13/2021 00:00:00",28,"M","Boating",202106
202106,18,0,43164,957371,"D","06/18/2021 00:00:00",31,"M","Vehicle/Towed Trailer",202106
202106,27,0,43159,957400,"D","06/27/2021 00:00:00",23,"F","In Water",202106
202106,27,0,43160,957400,"D","06/27/2021 00:00:00",26,"M","In Water",202106
202106,28,0,43158,957404,"D","06/28/2021 00:00:00",45,"M","In Water",202106
202106,21,0,43178,959420,"D","06/21/2021 00:00:00",14,"F","In Water",202106
202106,17,0,43194,961453,"D","06/17/2021 00:00:00",51,"M","Outside/Open Areas",202106
202102,1,0,42841,931716,"D","02/01/2021 00:00:00",,"M","Outside/Open Areas",202102
202102,3,0,42336,932197,"D","02/03/2021 00:00:00",35,"M","Outside/Open Areas",202102
202102,1,0,42339,932267,"D","02/01/2021 00:00:00",67,"F","Outside/Open Areas",202102
202102,4,0,42382,932773,"D","02/04/2021 00:00:00",35,"M","Vehicle/Towed Trailer",202102
202102,16,0,42399,935201,"D","02/16/2021 00:00:00",,"","Outside/Open Areas",202102
