FAT_YEARMONTH,FAT_DAY,FAT_TIME,FATALITY_ID,EVENT_ID,FATALITY_TYPE,FATALITY_DATE,FATALITY_AGE,FATALITY_SEX,FATALITY_LOCATION,EVENT_YEARMONTH
202102,11,0,42730,941532,"I","02/11/2021 00:00:00",46,"F","Vehicle/Towed Trailer",202102
202102,11,0,42731,941532,"I","02/11/2021 00:00:00",54,"M","Vehicle/Towed Trailer",202102
202102,11,0,42732,941532,"I","02/11/2021 00:00:00",49,"M","Vehicle/Towed Trailer",202102
202102,11,0,42733,941532,"I","02/11/2021 00:00:00",47,"M","Vehicle/Towed Trailer",202102
202102,11,0,42734,941532,"I","02/11/2021 00:00:00",34,"F","Vehicle/Towed Trailer",202102
202102,16,0,42707,942350,"D","02/16/2021 00:00:00",,"","Unknown",202102
202102,16,0,42703,942353,"D","02/16/2021 00:00:00",,"","Unknown",202102
202102,16,0,42706,942414,"D","02/16/2021 00:00:00",,"","Unknown",202102
202103,5,0,42670,942419,"I","03/05/2021 00:00:00",82,"M","Permanent Home",202102
202102,16,0,49530,942629,"D","02/16/2021 00:00:00",73,"M","Outside/Open Areas",202102
202102,16,0,49531,942629,"D","02/16/2021 00:00:00",43,"M","Outside/Open Areas",202102
202102,15,0,49529,942629,"I","02/15/2021 00:00:00",23,"M","Permanent Home",202102
202102,16,0,42688,942630,"D","02/16/2021 00:00:00",71,"M","Unknown",202102
202102,16,0,42689,942630,"D","02/16/2021 00:00:00",63,"M","Unknown",202102
202102,16,0,42690,942630,"D","02/16/2021 00:00:00",63,"M","Unknown",202102
202102,16,0,42691,942630,"D","02/16/2021 00:00:00",77,"M","Unknown",202102
202102,17,0,42692,942630,"D","02/17/2021 00:00:00",45,"M","Unknown",202102
202102,17,0,42693,942630,"D","02/17/2021 00:00:00",84,"M","Unknown",202102
202102,19,0,42694,942630,"D","02/19/2021 00:00:00",54,"M","Unknown",202102
202102,20,0,42695,942630,"D","02/20/2021 00:00:00",70,"M","Unknown",202102
202102,19,0,42686,942630,"I","02/19/2021 00:00:00",41,"M","Permanent Home",202102
202102,16,0,42705,942633,"D","02/16/2021 00:00:00",,"","Unknown",202102
202102,16,0,42699,942635,"D","02/16/2021 00:00:00",,"","Unknown",202102
202102,16,0,42700,942635,"D","02/16/2021 00:00:00",,"","Unknown",202102
202102,14,0,42673,942638,"I","02/14/2021 00:00:00",,"","Unknown",202102
202102,14,0,42674,942638,"I","02/14/2021 00:00:00",,"","Unknown",202102
202102,16,0,42701,942652,"D","02/16/2021 00:00:00",,"","Unknown",202102
202102,16,0,42702,942652,"D","02/16/2021 00:00:00",,"","Unknown",202102
202102,16,0,42698,942655,"D","02/16/2021 00:00:00",,"","Unknown",202102
202102,16,0,42708,942656,"D","02/16/2021 00:00:00",,"","Unknown",202102
202102,16,0,42709,942657,"D","02/16/2021 00:00:00",,"","Unknown",202102
202102,16,0,42710,942665,"D","02/16/2021 00:00:00",,"","Unknown",202102
202102,11,0,42587,942693,"I","02/11/2021 00:00:00",56,"F","Vehicle/Towed Trailer",202102
202102,9,0,42601,942740,"I","02/09/2021 00:00:00",27,"M","Vehicle/Towed Trailer",202102
202102,11,0,42626,943495,"I","02/11/2021 00:00:00",63,"M","Vehicle/Towed Trailer",202102
202102,16,0,42697,944867,"I","02/16/2021 00:00:00",39,"M","Vehicle/Towed Trailer",202102
202102,13,0,42696,944869,"D","02/13/2021 00:00:00",52,"M","Unknown",202102
202112,10,0,45856,997127,"D","12/10/2021 00:00:00",94,"M","Permanent Structure",202112
202112,10,0,45858,997128,"D","12/10/2021 00:00:00",52,"F","Permanent Structure",202112
202112,10,0,46305,997130,"D","12/10/2021 00:00:00",9,"F","Permanent Home",202112
202112,10,0,46306,997130,"D","12/10/2021 00:00:00",60,"M","Vehicle/Towed Trailer",202112
202112,10,0,46307,997130,"I","12/10/2021 00:00:00",28,"M","Vehicle/Towed Trailer",202112
202112,10,0,45876,997133,"D","12/10/2021 00:00:00",47,"M","Permanent Structure",202112
202112,10,0,45877,997133,"D","12/10/2021 00:00:00",50,"M","Permanent Structure",202112
202112,10,0,45878,997133,"D","12/10/2021 00:00:00",12,"M","Permanent Structure",202112
202112,10,0,45879,997135,"D","12/10/2021 00:00:00",72,"M","Vehicle/Towed Trailer",202112
202112,11,0,45848,999788,"D","12/11/2021 00:00:00",54,"F","Permanent Home",202112
202107,1,0,47945,1066907,"D","07/01/2021 00:00:00",,"","Unknown",202107
202107,1,0,47946,1066907,"I","07/01/2021 00:00:00",,"","Unknown",202107
202107,2,0,47953,1066908,"I","07/02/2021 00:00:00",,"","Unknown",202107
202107,2,0,47954,1066908,"I","07/02/2021 00:00:00",,"","Unknown",202107
202107,2,0,47955,1066908,"I","07/02/2021 00:00:00",,"","Unknown",202107
202102,19,0,42687,942630,"I","02/19/2021 00:00:00",28,"M","Permanent Home",202102
202107,3,0,47956,1066909,"D","07/03/2021 00:00:00",,"","Unknown",202107
202107,3,0,47959,1066909,"I","07/03/2021 00:00:00",,"","Unknown",202107
202107,4,0,47960,1066910,"I","07/04/2021 00:00:00",,"","Unknown",202107
202107,4,0,47961,1066910,"I","07/04/2021 00:00:00",,"","Unknown",202107
202107,5,0,47965,1066911,"D","07/05/2021 00:00:00",,"","Unknown",202107
202107,5,0,47966,1066911,"I","07/05/2021 00:00:00",,"","Unknown",202107
202107,5,0,47967,1066911,"I","07/05/2021 00:00:00",,"","Unknown",202107
202107,6,0,47975,1066913,"D","07/06/2021 00:00:00",,"","Unknown",202107
202107,6,0,47976,1066913,"I","07/06/2021 00:00:00",,"","Unknown",202107
202107,7,0,47970,1066914,"D","07/07/2021 00:00:00",,"","Unknown",202107
202107,7,0,47971,1066914,"D","07/07/2021 00:00:00",,"","Unknown",202107
202107,8,0,47973,1066915,"D","07/08/2021 00:00:00",,"","Unknown",202107
202107,8,0,47974,1066915,"D","07/08/2021 00:00:00",,"","Unknown",202107
202107,6,0,47977,1066916,"D","07/06/2021 00:00:00",,"","Unknown",202107
202107,7,0,47978,1066917,"D","07/07/2021 00:00:00",,"","Unknown",202107
202107,8,0,47981,1066918,"D","07/08/2021 00:00:00",,"","Unknown",202107
202107,8,0,47982,1066918,"D","07/08/2021 00:00:00",,"","Unknown",202107
202107,8,0,47983,1066919,"D","07/08/2021 00:00:00",,"","Unknown",202107
202107,9,0,48123,1066920,"D","07/09/2021 00:00:00",,"","Unknown",202107
202107,9,0,48124,1066920,"D","07/09/2021 00:00:00",,"","Unknown",202107
202107,9,0,48125,1066920,"D","07/09/2021 00:00:00",,"","Unknown",202107
202107,10,0,48126,1066920,"D","07/10/2021 00:00:00",,"","Unknown",202107
202107,11,0,48128,1066920,"D","07/11/2021 00:00:00",,"","Unknown",202107
202107,12,0,48129,1066920,"D","07/12/2021 00:00:00",,"","Unknown",202107
202107,12,0,48130,1066920,"D","07/12/2021 00:00:00",,"","Unknown",202107
202107,12,0,48131,1066920,"D","07/12/2021 00:00:00",,"","Unknown",202107
202107,12,0,48132,1066920,"D","07/12/2021 00:00:00",,"","Unknown",202107
202107,13,0,48133,1066920,"D","07/13/2021 00:00:00",,"","Unknown",202107
202107,13,0,48134,1066920,"D","07/13/2021 00:00:00",,"","Unknown",202107
202107,13,0,48135,1066920,"D","07/13/2021 00:00:00",,"","Unknown",202107
202107,13,0,48136,1066920,"D","07/13/2021 00:00:00",,"","Unknown",202107
202107,13,0,48138,1066920,"I","07/13/2021 00:00:00",,"","Unknown",202107
202107,14,0,48140,1066920,"D","07/14/2021 00:00:00",,"","Unknown",202107
202107,14,0,48141,1066920,"I","07/14/2021 00:00:00",,"","Unknown",202107
202107,12,0,48142,1066920,"I","07/12/2021 00:00:00",,"","Unknown",202107
202107,9,0,48143,1066921,"D","07/09/2021 00:00:00",,"","Unknown",202107
202107,12,0,48144,1066921,"D","07/12/2021 00:00:00",,"","Unknown",202107
202107,10,0,48025,1066922,"D","07/10/2021 00:00:00",,"","Unknown",202107
202107,9,0,48026,1066923,"D","07/09/2021 00:00:00",,"","Unknown",202107
202107,9,0,48027,1066923,"D","07/09/2021 00:00:00",,"","Unknown",202107
202107,10,0,48028,1066923,"D","07/10/2021 00:00:00",,"","Unknown",202107
202107,10,0,48029,1066923,"D","07/10/2021 00:00:00",,"","Unknown",202107
202107,10,0,48030,1066924,"D","07/10/2021 00:00:00",,"","Unknown",202107
202107,11,0,48032,1066924,"D","07/11/2021 00:00:00",,"","Unknown",202107
202107,9,0,48033,1066925,"D","07/09/2021 00:00:00",,"","Unknown",202107
202107,11,0,48034,1066925,"D","07/11/2021 00:00:00",,"","Unknown",202107
202107,12,0,48035,1066925,"D","07/12/2021 00:00:00",,"","Unknown",202107
202107,12,0,48036,1066925,"D","07/12/2021 00:00:00",,"","Unknown",202107
202107,12,0,48037,1066925,"D","07/12/2021 00:00:00",,"","Unknown",202107
202107,13,0,48038,1066925,"D","07/13/2021 00:00:00",,"","Unknown",202107
202107,12,0,48039,1066926,"D","07/12/2021 00:00:00",,"","Unknown",202107
202107,18,0,48046,1067077,"I","07/18/2021 00:00:00",,"","Unknown",202107
202107,18,0,48047,1067077,"I","07/18/2021 00:00:00",,"","Unknown",202107
202107,19,0,48069,1067078,"I","07/19/2021 00:00:00",,"","Unknown",202107
202107,19,0,48070,1067078,"I","07/19/2021 00:00:00",,"","Unknown",202107
202107,19,0,48071,1067078,"I","07/19/2021 00:00:00",,"","Unknown",202107
202107,20,0,48074,1067079,"D","07/20/2021 00:00:00",,"","Unknown",202107
202107,20,0,48075,1067079,"D","07/20/2021 00:00:00",,"","Unknown",202107
202107,20,0,48076,1067079,"D","07/20/2021 00:00:00",,"","Unknown",202107
202107,20,0,48077,1067079,"I","07/20/2021 00:00:00",,"","Unknown",202107
202107,21,0,48081,1067080,"D","07/21/2021 00:00:00",,"","Unknown",202107
202107,21,0,48082,1067080,"D","07/21/2021 00:00:00",,"","Unknown",202107
202107,22,0,48087,1067081,"D","07/22/2021 00:00:00",,"","Unknown",202107
202107,22,0,48089,1067081,"I","07/22/2021 00:00:00",,"","Unknown",202107
202107,20,0,48067,1067082,"I","07/20/2021 00:00:00",,"","Unknown",202107
202107,19,0,48072,1067084,"I","07/19/2021 00:00:00",,"","Unknown",202107
202107,19,0,48073,1067084,"I","07/19/2021 00:00:00",,"","Unknown",202107
202107,20,0,48079,1067085,"D","07/20/2021 00:00:00",,"","Unknown",202107
202107,20,0,48080,1067085,"D","07/20/2021 00:00:00",,"","Unknown",202107
202107,21,0,48146,1067086,"D","07/21/2021 00:00:00",,"","Unknown",202107
202112,15,0,45869,994020,"I","12/15/2021 00:00:00",65,"F","Vehicle/Towed Trailer",202112
202112,15,0,48690,998963,"D","12/15/2021 00:00:00",65,"M","Under Tree",202112
202112,28,0,45823,999018,"I","12/28/2021 00:00:00",41,"M","Vehicle/Towed Trailer",202112
202109,4,0,48574,1077498,"I","09/04/2021 00:00:00",,"","Unknown",202109
202109,4,0,48575,1077498,"I","09/04/2021 00:00:00",,"","Unknown",202109
202109,5,0,48581,1077499,"D","09/05/2021 00:00:00",,"","Unknown",202109
202109,5,0,48582,1077499,"I","09/05/2021 00:00:00",,"","Unknown",202109
202109,6,0,48578,1077500,"I","09/06/2021 00:00:00",,"","Unknown",202109
202109,6,0,48579,1077500,"I","09/06/2021 00:00:00",,"","Unknown",202109
202109,7,0,48580,1077501,"D","09/07/2021 00:00:00",,"","Unknown",202109
202109,5,0,48583,1077502,"I","09/05/2021 00:00:00",,"","Unknown",202109
202109,5,0,48584,1077502,"I","09/05/2021 00:00:00",,"","Unknown",202109
202109,5,0,48585,1077503,"I","09/05/2021 00:00:00",,"","Unknown",202109
202109,5,0,48588,1077504,"I","09/05/2021 00:00:00",,"","Unknown",202109
202109,5,0,48587,1077505,"D","09/05/2021 00:00:00",,"","Unknown",202109
202109,6,0,48589,1077507,"I","09/06/2021 00:00:00",,"","Unknown",202109
202109,7,0,48590,1077509,"D","09/07/2021 00:00:00",,"","Unknown",202109
202109,8,0,48591,1077510,"D","09/08/2021 00:00:00",,"","Unknown",202109
202109,9,0,48592,1077521,"D","09/09/2021 00:00:00",,"","Unknown",202109
202109,10,0,48594,1077523,"D","09/10/2021 00:00:00",,"","Unknown",202109
202109,10,0,48595,1077524,"D","09/10/2021 00:00:00",,"","Unknown",202109
202109,10,0,48596,1077525,"D","09/10/2021 00:00:00",,"","Unknown",202109
202109,11,0,48597,1077616,"D","09/11/2021 00:00:00",,"","Unknown",202109
202109,11,0,48598,1077617,"D","09/11/2021 00:00:00",,"","Unknown",202109
202109,11,0,48599,1077618,"D","09/11/2021 00:00:00",,"","Unknown",202109
202109,12,0,48600,1077620,"D","09/12/2021 00:00:00",,"","Unknown",202109
202109,14,0,48601,1077620,"D","09/14/2021 00:00:00",,"","Unknown",202109
202109,14,0,48602,1077620,"D","09/14/2021 00:00:00",,"","Unknown",202109
202109,14,0,48603,1077620,"D","09/14/2021 00:00:00",,"","Unknown",202109
202109,12,0,48604,1077622,"D","09/12/2021 00:00:00",,"","Unknown",202109
202109,13,0,48605,1077624,"D","09/13/2021 00:00:00",,"","Unknown",202109
202109,12,0,48606,1077679,"D","09/12/2021 00:00:00",57,"F","Outside/Open Areas",202109
202106,1,0,47693,1060980,"I","06/01/2021 00:00:00",,"","Unknown",202106
202106,5,0,47694,1060981,"D","06/05/2021 00:00:00",,"","Unknown",202106
202106,6,0,47695,1060982,"D","06/06/2021 00:00:00",,"","Unknown",202106
202106,6,0,47696,1060982,"I","06/06/2021 00:00:00",,"","Unknown",202106
202106,6,0,47697,1060982,"I","06/06/2021 00:00:00",,"","Unknown",202106
202106,7,0,47873,1060983,"I","06/07/2021 00:00:00",,"","Unknown",202106
202106,12,0,47769,1060984,"D","06/12/2021 00:00:00",,"","Unknown",202106
202106,16,0,47770,1060984,"D","06/16/2021 00:00:00",,"","Unknown",202106
202106,16,0,47772,1060984,"D","06/16/2021 00:00:00",,"","Unknown",202106
202106,16,0,47773,1060984,"D","06/16/2021 00:00:00",,"","Unknown",202106
202106,17,0,47774,1060984,"D","06/17/2021 00:00:00",,"","Unknown",202106
202106,17,0,47775,1060984,"D","06/17/2021 00:00:00",,"","Unknown",202106
202106,17,0,47776,1060984,"D","06/17/2021 00:00:00",,"","Unknown",202106
202106,17,0,47777,1060984,"D","06/17/2021 00:00:00",,"","Unknown",202106
202106,18,0,47778,1060984,"D","06/18/2021 00:00:00",,"","Unknown",202106
202106,18,0,47779,1060984,"D","06/18/2021 00:00:00",,"","Unknown",202106
202106,18,0,47780,1060984,"D","06/18/2021 00:00:00",,"","Unknown",202106
202106,18,0,47781,1060984,"D","06/18/2021 00:00:00",,"","Unknown",202106
202106,18,0,47782,1060984,"D","06/18/2021 00:00:00",,"","Unknown",202106
202106,19,0,47784,1060984,"D","06/19/2021 00:00:00",,"","Unknown",202106
202106,19,0,47785,1060984,"D","06/19/2021 00:00:00",,"","Unknown",202106
202106,19,0,47786,1060984,"D","06/19/2021 00:00:00",,"","Unknown",202106
202106,19,0,47787,1060984,"D","06/19/2021 00:00:00",,"","Unknown",202106
202106,19,0,47788,1060984,"D","06/19/2021 00:00:00",,"","Unknown",202106
202106,19,0,47790,1060984,"D","06/19/2021 00:00:00",,"","Unknown",202106
202106,19,0,47791,1060984,"D","06/19/2021 00:00:00",,"","Unknown",202106
202106,19,0,47792,1060984,"I","06/19/2021 00:00:00",,"","Unknown",202106
202106,20,0,47793,1060984,"D","06/20/2021 00:00:00",,"","Unknown",202106
202106,20,0,47794,1060984,"D","06/20/2021 00:00:00",,"","Unknown",202106
202106,20,0,47796,1060984,"D","06/20/2021 00:00:00",,"","Unknown",202106
202106,20,0,47797,1060984,"I","06/20/2021 00:00:00",,"","Unknown",202106
202106,20,0,47798,1060984,"I","06/20/2021 00:00:00",,"","Unknown",202106
202106,21,0,47799,1060984,"I","06/21/2021 00:00:00",,"","Unknown",202106
202106,21,0,47800,1060984,"I","06/21/2021 00:00:00",,"","Unknown",202106
202106,21,0,47801,1060984,"I","06/21/2021 00:00:00",,"","Unknown",202106
202106,21,0,47802,1060984,"I","06/21/2021 00:00:00",,"","Unknown",202106
202106,22,0,47803,1060984,"I","06/22/2021 00:00:00",,"","Unknown",202106
202106,17,0,47808,1060985,"D","06/17/2021 00:00:00",,"","Unknown",202106
202106,18,0,47809,1060985,"D","06/18/2021 00:00:00",,"","Unknown",202106
202106,19,0,47811,1060985,"I","06/19/2021 00:00:00",,"","Unknown",202106
202106,16,0,47816,1060986,"D","06/16/2021 00:00:00",,"","Unknown",202106
202106,17,0,47817,1060986,"D","06/17/2021 00:00:00",,"","Unknown",202106
202106,17,0,47818,1060986,"D","06/17/2021 00:00:00",,"","Unknown",202106
202106,22,0,47819,1060986,"I","06/22/2021 00:00:00",,"","Unknown",202106
202106,14,0,47831,1060987,"D","06/14/2021 00:00:00",,"","Unknown",202106
202106,17,0,47832,1060987,"D","06/17/2021 00:00:00",,"","Unknown",202106
202106,18,0,47833,1060987,"D","06/18/2021 00:00:00",,"","Unknown",202106
202106,19,0,47834,1060987,"I","06/19/2021 00:00:00",,"","Unknown",202106
202106,19,0,47835,1060987,"I","06/19/2021 00:00:00",,"","Unknown",202106
202106,18,0,47830,1060988,"I","06/18/2021 00:00:00",,"","Unknown",202106
202106,16,0,47846,1060989,"D","06/16/2021 00:00:00",,"","Unknown",202106
202106,18,0,47847,1060989,"D","06/18/2021 00:00:00",,"","Unknown",202106
202106,18,0,47848,1060989,"D","06/18/2021 00:00:00",,"","Unknown",202106
202106,20,0,47849,1060989,"D","06/20/2021 00:00:00",,"","Unknown",202106
202106,21,0,47851,1060989,"I","06/21/2021 00:00:00",,"","Unknown",202106
202106,22,0,47852,1060989,"I","06/22/2021 00:00:00",,"","Unknown",202106
202106,22,0,47853,1060989,"I","06/22/2021 00:00:00",,"","Unknown",202106
202106,17,0,47854,1060990,"D","06/17/2021 00:00:00",,"","Unknown",202106
202106,18,0,47855,1060990,"D","06/18/2021 00:00:00",,"","Unknown",202106
202106,25,0,47856,1061109,"D","06/25/2021 00:00:00",,"","Unknown",202106
202106,26,0,47858,1061110,"I","06/26/2021 00:00:00",,"","Unknown",202106
202106,27,0,47859,1061112,"D","06/27/2021 00:00:00",,"","Unknown",202106
202110,14,0,44331,980123,"D","10/14/2021 00:00:00",5,"F","Vehicle/Towed Trailer",202110
202110,14,0,44332,980123,"D","10/14/2021 00:00:00",52,"F","Vehicle/Towed Trailer",202110
202110,11,0,44525,983977,"D","10/11/2021 00:00:00",24,"M","In Water",202110
202110,28,0,44526,984040,"D","10/28/2021 00:00:00",11,"M","Outside/Open Areas",202110
202110,26,0,44674,985589,"D","10/26/2021 00:00:00",79,"M","In Water",202110
202110,26,0,44673,985589,"D","10/26/2021 00:00:00",76,"F","Other",202110
202110,9,0,44614,986666,"D","10/09/2021 00:00:00",51,"M","In Water",202110
202110,12,0,44613,986668,"D","10/12/2021 00:00:00",78,"M","In Water",202110
202110,26,0,44636,987044,"D","10/26/2021 00:00:00",,"M","Outside/Open Areas",202110
202110,30,0,44785,988266,"D","10/30/2021 00:00:00",43,"M","In Water",202110
202110,6,0,44788,989399,"D","10/06/2021 00:00:00",4,"F","Vehicle/Towed Trailer",202110
202110,6,0,44789,989400,"D","10/06/2021 00:00:00",18,"F","Vehicle/Towed Trailer",202110
202110,24,0,44799,989895,"D","10/24/2021 00:00:00",22,"M","Vehicle/Towed Trailer",202110
202110,24,0,44800,989895,"D","10/24/2021 00:00:00",59,"F","Vehicle/Towed Trailer",202110
202110,27,0,44795,989914,"D","10/27/2021 00:00:00",,"F","Vehicle/Towed Trailer",202110
202110,6,0,44796,990000,"D","10/06/2021 00:00:00",23,"M","Vehicle/Towed Trailer",202110
202110,6,0,44797,990000,"D","10/06/2021 00:00:00",23,"F","Vehicle/Towed Trailer",202110
202110,6,0,45205,990176,"D","10/06/2021 00:00:00",67,"M","Vehicle/Towed Trailer",202110
202110,28,0,44840,991412,"D","10/28/2021 00:00:00",,"M","In Water",202110
202106,27,0,47860,1061113,"D","06/27/2021 00:00:00",,"","Unknown",202106
202106,28,0,47861,1061115,"D","06/28/2021 00:00:00",,"","Unknown",202106
202106,29,0,47862,1061116,"D","06/29/2021 00:00:00",,"","Unknown",202106
202106,29,0,47863,1061117,"I","06/29/2021 00:00:00",,"","Unknown",202106
202106,29,0,47864,1061117,"I","06/29/2021 00:00:00",,"","Unknown",202106
202106,29,0,47865,1061117,"I","06/29/2021 00:00:00",,"","Unknown",202106
202106,29,0,47866,1061118,"I","06/29/2021 00:00:00",,"","Unknown",202106
202106,30,0,47867,1061119,"I","06/30/2021 00:00:00",,"","Unknown",202106
202106,30,0,47868,1061119,"I","06/30/2021 00:00:00",,"","Unknown",202106
202106,30,0,47870,1061120,"I","06/30/2021 00:00:00",,"","Unknown",202106
202106,30,0,47871,1061120,"I","06/30/2021 00:00:00",,"","Unknown",202106
202106,30,0,47872,1061120,"I","06/30/2021 00:00:00",,"","Unknown",202106
202106,16,0,47771,1060984,"D","06/16/2021 00:00:00",,"","Unknown",202106
202106,19,0,47783,1060984,"D","06/19/2021 00:00:00",,"","Unknown",202106
202106,20,0,47795,1060984,"D","06/20/2021 00:00:00",,"","Unknown",202106
202106,19,0,47810,1060985,"D","06/19/2021 00:00:00",,"","Unknown",202106
202106,16,0,47845,1060989,"D","06/16/2021 00:00:00",,"","Unknown",202106
202106,25,0,47857,1061109,"D","06/25/2021 00:00:00",,"","Unknown",202106
202106,30,0,47869,1061120,"I","06/30/2021 00:00:00",,"","Unknown",202106
202106,19,0,47789,1060984,"D","06/19/2021 00:00:00",,"","Unknown",202106
202106,20,0,47850,1060989,"D","06/20/2021 00:00:00",,"","Unknown",202106
202102,21,0,42736,945776,"D","02/21/2021 00:00:00",32,"M","In Water",202102
202108,12,0,44474,978034,"D","08/12/2021 00:00:00",13,"M","Outside/Open Areas",202108
202105,5,0,47068,1057124,"D","05/05/2021 00:00:00",,"","Unknown",202105
202105,8,0,47069,1057125,"D","05/08/2021 00:00:00",,"","Unknown",202105
202105,12,0,47070,1057126,"D","05/12/2021 00:00:00",,"","Unknown",202105
202105,13,0,47071,1057127,"D","05/13/2021 00:00:00",,"","Unknown",202105
202105,13,0,47072,1057127,"I","05/13/2021 00:00:00",,"","Unknown",202105
202105,14,0,47075,1057128,"D","05/14/2021 00:00:00",,"","Unknown",202105
202105,16,0,47074,1057129,"D","05/16/2021 00:00:00",,"","Unknown",202105
